"","Feature","Deep Aposymbiotic","Deep Aposymbiotic.pval","Shallow Aposymbiotic","Shallow Aposymbiotic.pval","Shallow Symbiotic","Shallow Symbiotic.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
"93","x15455_889_50367_7_485",1.37457856297529,0.0198019801980198,1.41508404800271,0.0099009900990099,1.32840310740968,0.0099009900990099,1.3976941536882,0.0099009900990099,0.111139280826179,0.0099009900990099
"94","x18589_818_57642_8_721",1.31533410441164,0.0099009900990099,1.35807298525577,0.0099009900990099,1.37609801125023,0.0099009900990099,1.39721377273295,0.0099009900990099,0.112236066911465,0.0099009900990099
"95","x22310_572_50383_10_613",1.00100150250438,0.0297029702970297,1.39410377306643,0.0099009900990099,1.41285987182396,0.0099009900990099,1.39540341548455,0.0099009900990099,0.116382456140351,0.0099009900990099
"96","x27005_584_562_12_472",1.28017115862345,0.0099009900990099,1.3932675002068,0.0099009900990099,1.41120774204966,0.0099009900990099,1.39522456198829,0.0099009900990099,0.114068751589118,0.0099009900990099
"97","x4537_1119_4773_3_491",1.00100150250438,0.0297029702970297,1.39889930567129,0.0099009900990099,1.4164701490806,0.0099009900990099,1.39394005573819,0.0099009900990099,0.115679197994987,0.0099009900990099
"98","x7747_625_42542_4_454",1.00100150250438,0.0099009900990099,1.38942503594182,0.0099009900990099,1.41285987182396,0.0099009900990099,1.39260414978931,0.0099009900990099,0.118589963280294,0.0099009900990099
"99","x10273_784_49988_5_375",1.00100150250438,0.0297029702970297,1.41120774204966,0.0099009900990099,1.40676911054232,0.0099009900990099,1.39045115425968,0.0099009900990099,0.11317605875153,0.0099009900990099
"100","x18207_771_50288_8_559",1.36692904431769,0.0099009900990099,1.34406227991274,0.0099009900990099,1.41705050316284,0.0099009900990099,1.38778086538486,0.0099009900990099,0.115765718644437,0.0099009900990099
"101","x14426_861_49099_7_043",1.41705050316284,0.0099009900990099,1.31631134171974,0.0099009900990099,1.41705050316284,0.0198019801980198,1.38521516335901,0.0198019801980198,0.114789240284747,0.0099009900990099
"102","x12602_1042_64547_6_272",1.40834895880057,0.0099009900990099,1.38942503594182,0.0099009900990099,1.34858005951143,0.0099009900990099,1.38507305812711,0.0099009900990099,0.112876799842744,0.0099009900990099
"103","x6916_807_4669_4_229",1.41508404800271,0.0099009900990099,1.00100150250438,0.0396039603960396,1.34406227991274,0.0099009900990099,1.38182804019521,0.0099009900990099,0.121209036103773,0.0099009900990099
"104","x1991_662_40336_2_018",1.00100150250438,0.0495049504950495,1.26003352562143,0.0099009900990099,1.41389939741034,0.0099009900990099,1.38143686146385,0.0099009900990099,0.11683295194508,0.0099009900990099
"105","x14832_732_50193_7_226",1.00100150250438,0.0396039603960396,1.40691651970838,0.0099009900990099,1.37997895932678,0.0099009900990099,1.38024680135973,0.0099009900990099,0.118195863642847,0.0099009900990099
"106","x3310_535_32104_3_022",1.00100150250438,0.0099009900990099,1.30206927713678,0.0099009900990099,1.41675431502912,0.0099009900990099,1.37836705658638,0.0099009900990099,0.117175866495507,0.0099009900990099
"107","x11317_1088_59716_5_729",1.39540341548455,0.0198019801980198,1.31533410441164,0.0099009900990099,1.41459540782567,0.0099009900990099,1.37728821407441,0.0198019801980198,0.116366719829878,0.0099009900990099
"108","x19132_750_58779_8_989",1.00100150250438,0.0297029702970297,1.35542448786228,0.0099009900990099,1.27232493571575,0.0099009900990099,1.37581929909263,0.0099009900990099,0.107778947368421,0.0099009900990099
"109","x11323_1043_52884_5_754",1.34406227991274,0.0099009900990099,1.40714185952848,0.0099009900990099,1.32840310740968,0.0099009900990099,1.37457856297529,0.0099009900990099,0.112397660818713,0.0099009900990099
"110","x11580_931_53948_5_837",1.38062136715865,0.0099009900990099,1.38942503594182,0.0099009900990099,1.34767323857564,0.0099009900990099,1.37399292973944,0.0099009900990099,0.11111298245614,0.0099009900990099
"111","x8276_625_42609_4_632",1.21446541889315,0.0099009900990099,1.40275209380409,0.0099009900990099,1.40124332615506,0.0099009900990099,1.37288508931381,0.0099009900990099,0.112868596491228,0.0099009900990099
"112","x819_692_41788_1_286",1.34406227991274,0.0099009900990099,1.38942503594182,0.0099009900990099,1.36232155017094,0.0198019801980198,1.36940712291488,0.0099009900990099,0.10488,0.0099009900990099
