Feature,B,B.pval,NB,NB.pval,MeanDecreaseAccuracy,MeanDecreaseAccuracy.pval,MeanDecreaseGini,MeanDecreaseGini.pval
x14420_840_56223_7_038,1.39883705835374,0.009900990099009901,1.4138993974103444,0.009900990099009901,1.415383015796806,0.009900990099009901,0.13926315789473684,0.009900990099009901
x10545_995_51244_5_455,1.4166275095690881,0.009900990099009901,1.4014814294262161,0.009900990099009901,1.4153330348762312,0.009900990099009901,0.1441578947368421,0.009900990099009901
x13416_978_6161_6_622,1.4137249844937647,0.009900990099009901,1.3643694863595452,0.009900990099009901,1.4152914152302607,0.009900990099009901,0.14894736842105263,0.009900990099009901
x16288_981_63487_7_794,1.4148600041268948,0.009900990099009901,1.4154401667419991,0.009900990099009901,1.4150840480027058,0.009900990099009901,0.1482105263157895,0.009900990099009901
x1949_595_34102_2,1.4112077420496631,0.009900990099009901,1.4170505031628395,0.009900990099009901,1.4149387581568766,0.009900990099009901,0.14878947368421053,0.009900990099009901
x15755_874_61989_7_557,1.3831756669341584,0.009900990099009901,1.370215269378559,0.009900990099009901,1.4149387581568766,0.009900990099009901,0.14289473684210527,0.009900990099009901
x20998_752_60428_9_951,1.4083489588005667,0.009900990099009901,1.3485800595114283,0.009900990099009901,1.4148742184334169,0.009900990099009901,0.14421052631578948,0.009900990099009901
x1942_678_42682_2_042,1.380621367158646,0.009900990099009901,1.3954034154845467,0.009900990099009901,1.414776764692675,0.009900990099009901,0.14178947368421052,0.009900990099009901
x10284_812_53089_5_393,1.4138993974103442,0.019801980198019802,1.3929521332364583,0.009900990099009901,1.4145954078256668,0.019801980198019802,0.14178947368421052,0.009900990099009901
x6059_643_43201_3_937,1.416694839193655,0.009900990099009901,1.3971987112134177,0.009900990099009901,1.4145954078256668,0.009900990099009901,0.1451578947368421,0.009900990099009901
x13041_907_53925_6_461,1.3971987112134179,0.009900990099009901,1.4105544139330934,0.009900990099009901,1.4145954078256666,0.009900990099009901,0.13784210526315793,0.009900990099009901
x13421_1006_64466_6_624,1.397694153688202,0.009900990099009901,1.4138993974103442,0.009900990099009901,1.4144447761011483,0.009900990099009901,0.13663157894736844,0.009900990099009901
x963_710_41999_1_37,1.415275417281082,0.009900990099009901,1.4112077420496636,0.009900990099009901,1.4140987910621656,0.009900990099009901,0.1475263157894737,0.009900990099009901
x3325_595_34188_3_021,1.4080465682398156,0.009900990099009901,1.4168821613939284,0.009900990099009901,1.4138993974103442,0.009900990099009901,0.1504736842105263,0.009900990099009901
x34737_913_75001_14_318,1.4037469049882614,0.009900990099009901,1.3440622799127364,0.009900990099009901,1.4132904306388552,0.009900990099009901,0.14357894736842103,0.009900990099009901
x14275_863_48988_6_981,1.3929521332364585,0.009900990099009901,1.406064427875448,0.009900990099009901,1.4128598718239571,0.009900990099009901,0.1451578947368421,0.009900990099009901
x2810_574_39601_2_71,1.4165311608053819,0.009900990099009901,1.389425035941821,0.009900990099009901,1.412616361271877,0.009900990099009901,0.1424010889292196,0.009900990099009901
x13324_831_50126_6_577,1.4159136794714977,0.009900990099009901,1.401529663156438,0.009900990099009901,1.4122951156554697,0.009900990099009901,0.14984210526315792,0.009900990099009901
x12903_793_48704_6_406,1.4166275095690881,0.009900990099009901,1.3976941536882017,0.009900990099009901,1.4119974486884557,0.009900990099009901,0.1475263157894737,0.009900990099009901
x14132_954_61497_6_922,1.4034566476952117,0.009900990099009901,1.4167973240623468,0.009900990099009901,1.4112077420496636,0.009900990099009901,0.1451578947368421,0.009900990099009901
x872_680_3793_1_297,1.3942797771326014,0.009900990099009901,1.4163108425908686,0.009900990099009901,1.4112077420496636,0.009900990099009901,0.1481578947368421,0.009900990099009901
x1946_535_32114_1_996,1.416754315029121,0.009900990099009901,1.3806213671586458,0.009900990099009901,1.4112077420496634,0.009900990099009901,0.14689473684210527,0.009900990099009901
x17103_961_5865_8_162,1.4083489588005669,0.009900990099009901,1.4134349453304782,0.009900990099009901,1.4112077420496634,0.009900990099009901,0.1475263157894737,0.009900990099009901
x9510_988_59675_5_083,1.4073059850479814,0.009900990099009901,1.4154401667419991,0.009900990099009901,1.4112077420496634,0.009900990099009901,0.1413684210526316,0.009900990099009901
