"","Feature","%IncMSE","%IncMSE.pval","IncNodePurity","IncNodePurity.pval"
"218","x6555_453_33413_4_079",1.26404253130526,0.0594059405940594,1022003861.89758,0.435643564356436
"219","x20209_579_54614_9_522",1.26389870988541,0.0297029702970297,1945565878.77581,0.118811881188119
"220","x19080_776_50613_8_961",1.26336452740304,0.0198019801980198,67219639.9617111,0.0693069306930693
"221","x39175_941_79324_15_839",1.26285980485428,0.0396039603960396,89928309.2060948,0.574257425742574
"222","x33187_834_63657_13_883",1.26196315274356,0.0594059405940594,21537840771.3734,0.0297029702970297
"223","x32861_717_6182_13_874",1.26078225661724,0.0297029702970297,30927039277.7921,0.0297029702970297
"224","x27975_906_6762_12_709",1.25671827622302,0.0396039603960396,5926060323.30338,0.099009900990099
"225","x30691_798_72061_13_405",1.25650236153013,0.0297029702970297,3761603220.50142,0.0594059405940594
"226","x35253_868_73663_14_524",1.25625233018035,0.0099009900990099,25796467.6425588,0.504950495049505
"227","x3689_680_4475_3_216",1.25589999764807,0.0099009900990099,298153962.035519,0.108910891089109
"228","x23332_746_59464_11_329",1.25517757967235,0.0297029702970297,8099446530.53329,0.0297029702970297
"229","x10550_979_53805_5_455",1.25116936027865,0.0099009900990099,6582225127.71729,0.0297029702970297
"230","x26238_725_58556_12_311",1.24936577555545,0.0099009900990099,836250286.489575,0.128712871287129
"231","x1920_663_40575_2_004",1.24894041935576,0.0099009900990099,2393764.4247291,0.277227722772277
"232","x29386_958_73874_13_103",1.24893376381897,0.0297029702970297,1611180011.96373,0.138613861386139
"233","x38953_834_79157_15_785",1.24531130493184,0.0396039603960396,7875273.14185039,0.623762376237624
"234","x29110_1086_71111_13_036",1.24272770232432,0.0198019801980198,135300733.345408,0.326732673267327
"235","x33396_717_57761_13_993",1.24248833456484,0.0396039603960396,130390267061.995,0.0099009900990099
"236","x20437_756_57326_9_656",1.2407596996596,0.0198019801980198,8272545151.2256,0.0594059405940594
"237","x29283_754_63539_13_073",1.24075959913777,0.0198019801980198,1541805294.74371,0.178217821782178
"238","x32773_988_7944_13_837",1.24001707366367,0.0198019801980198,669733279.875734,0.188118811881188
"239","x35984_820_73664_14_735",1.23753876031454,0.0594059405940594,5841303.36491309,0.534653465346535
"240","x38783_829_72611_15_711",1.23733843496403,0.128712871287129,1385190321.74691,0.346534653465347
"241","x5482_678_47214_3_79",1.23673493825759,0.0495049504950495,160984878.780337,0.306930693069307
"242","x21292_852_61875_10_091",1.23576863910411,0.0792079207920792,1189695020.21055,0.287128712871287
"243","x32007_646_6134_13_692",1.23563922501512,0.0396039603960396,152793206.071943,0.435643564356436
"244","x14833_668_54568_7_194",1.23556193505115,0.0792079207920792,32696869.0559989,0.524752475247525
"245","x26564_740_61725_12_387",1.23067732994413,0.0198019801980198,1382457137.09334,0.297029702970297
"246","x10230_760_51124_5_351",1.22840646627628,0.0594059405940594,6082672288.52978,0.158415841584158
